,sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 94
133,"['R_Torso_Z_For', 'R_Torso_Z_Back', 'L_Base_X_For', 'R_Head_X_Back', 'L_Head_X_Back', 'R_Head_Y_Back']",True,R_Head_X_Back,6.0,robot,5.0,False,False,"['robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\R_Head_X_Back.mp4,23.0,,,,,,,,,,,,,0.0,127.0,127.0,127.0,,,,,,,,,,,,,,,,,2329.3891796,2330.4797193,,,,,,,,,2334.1184954,2334.1184954,2334.1184954,2334.1184954,2334.1184954,2334.1184954,2334.1184954,2334.1184954,,,,,,,,,,,,,,2306.1342134,2306.1342134,,,,,,2330.4797193,2330.4797193,2330.4797193,c,2.268805900000075,2306.1342134,2306.1342134,2325.7584518,2330.4797193,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
134,"['R_Head_Z_Back', 'L_Arm_Y_For', 'R_Arm_Z_Back', 'R_Arm_Y_For', 'R_Torso_Y_For', 'R_Base_Y_Back']",False,R_Arm_Z_For,6.0,robot,5.0,False,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\R_Arm_Z_For.mp4,23.0,,,,,,,,,,,,,0.0,128.0,128.0,128.0,,,,,,,,,,,,,,,,,2357.2914299,2358.3777291,,,,,,,,,2362.0183437,2362.0183437,2362.0183437,2362.0183437,2362.0183437,2362.0183437,2362.0183437,2362.0183437,,,,,,,,,,,,,,2334.1184954,2334.1184954,,,,,,2358.3777291,2358.3777291,2358.3777291,c,2.3302719000001844,2334.1184954,2334.1184954,2353.661122,2358.3777291,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
135,"['R_Base_Z_Back', 'R_Head_Z_For', 'R_Torso_Y_For', 'L_Arm_Z_For', 'L_Head_Y_Back', 'R_Torso_X_For']",False,L_Head_Z_For,6.0,robot,5.0,False,True,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\L_Head_Z_For.mp4,23.0,,,,,,,,,,,,,0.0,129.0,129.0,129.0,,,,,,,,,,,,,,,,,2385.2273274,2386.3132457,,,,,,,,,2389.9865567,2394.1705972,2389.9865567,2394.1705972,2389.9865567,2394.1705972,2389.9865567,2394.1705972,42.19135802469136,3.271059200000309,space,,,4.121303400000102,,,,,,,,2362.0183437,2362.0183437,,,,,,2386.3132457,2386.3132457,2386.3132457,n,2.49089390000006,2362.0183437,2362.0183437,2381.5942631,2386.3132457,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
136,"['R_Head_Y_For', 'L_Head_Z_For', 'L_Torso_Y_For', 'R_Base_Z_Back']",True,L_Head_Z_For,4.0,robot,5.0,True,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\L_Head_Z_For.mp4,23.0,,,,,,,,,,,,,0.0,130.0,130.0,130.0,,,,,,,,,,,,,,,,,2410.9224492,2412.0102252,,,,,,,,,2415.6487986,2415.6487986,2415.6487986,2415.6487986,2415.6487986,2415.6487986,2415.6487986,2415.6487986,,,,,,,,,,,,,,2394.1705972,2394.1705972,space,0.9466171000002532,,,,2412.0102252,2412.0102252,2412.0102252,c,3.0669879000005267,,,2407.383159,2412.0102252,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
137,"['R_Head_Z_Back', 'R_Torso_X_Back', 'R_Base_Z_Back', 'L_Base_Z_Back']",False,R_Arm_Z_For,4.0,robot,5.0,False,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\R_Arm_Z_For.mp4,23.0,,,,,,,,,,,,,0.0,131.0,131.0,131.0,,,,,,,,,,,,,,,,,2431.4237827,2432.516492,,,,,,,,,2436.1642446,2436.1642446,2436.1642446,2436.1642446,2436.1642446,2436.1642446,2436.1642446,2436.1642446,,,,,,,,,,,,,,2415.6487986,2415.6487986,,,,,,2432.516492,2432.516492,2432.516492,n,1.6308735000001209,2415.6487986,2415.6487986,2427.793162,2432.516492,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
138,"['L_Arm_X_For', 'R_Torso_X_For', 'R_Head_Y_Back', 'L_Torso_X_For']",True,L_Arm_X_For,4.0,robot,5.0,False,False,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4']",robot_stimuli\L_Arm_X_For.mp4,23.0,,,,,,,,,,,,,0.0,132.0,132.0,132.0,,,,,,,,,,,,,,,,,2452.0539459,2437.2429569,,,,,,,,,2456.8128623,2456.8128623,2456.8128623,2456.8128623,2456.8128623,2456.8128623,2456.8128623,2456.8128623,,,,,,,,,,,,,,2436.1642446,2436.1642446,,,,,,2453.1643961,2453.1643961,2453.1643961,c,2.4238555999999107,2436.1642446,2436.1642446,2448.4232347,2453.1643961,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
139,"['R_Arm_X_Back', 'L_Torso_Y_For', 'R_Torso_Z_For', 'L_Torso_X_Back']",False,R_Torso_Y_For,4.0,robot,5.0,False,False,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4']",robot_stimuli\R_Torso_Y_For.mp4,23.0,,,,,,,,,,,,,0.0,133.0,133.0,133.0,,,,,,,,,,,,,,,,,2472.7229048,2473.8131195,,,,,,,,,2477.4491529,2477.4491529,2477.4491529,2477.4491529,2477.4491529,2477.4491529,2477.4491529,2477.4491529,,,,,,,,,,,,,,2456.8128623,2456.8128623,,,,,,2473.8131195,2473.8131195,2473.8131195,c,2.1430610999999544,2456.8128623,2456.8128623,2469.0811243,2473.8131195,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
140,"['L_Torso_Z_Back', 'L_Base_X_Back', 'R_Torso_Z_Back', 'R_Base_Z_Back']",False,L_Head_X_Back,4.0,robot,5.0,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\L_Head_X_Back.mp4,23.0,,,,,,,,,,,,,0.0,134.0,134.0,134.0,,,,,,,,,,,,,,,,,2493.0705658,2478.5261854,,,,,,,,,2497.8017261,2497.8017261,2497.8017261,2497.8017261,2497.8017261,2497.8017261,2497.8017261,2497.8017261,,,,,,,,,,,,,,2477.4491529,2477.4491529,,,,,,2494.1633957,2494.1633957,2494.1633957,n,0.9927996000004669,2477.4491529,2477.4491529,2489.5390901,2494.1633957,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
141,"['R_Head_X_For', 'R_Arm_X_Back', 'L_Torso_Z_Back', 'R_Base_X_For']",True,R_Base_X_For,4.0,robot,5.0,False,False,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\R_Base_X_For.mp4,23.0,,,,,,,,,,,,,0.0,135.0,135.0,135.0,,,,,,,,,,,,,,,,,2513.45934,2514.5464902,,,,,,,,,2518.0852468,2518.0852468,2518.0852468,2518.0852468,2518.0852468,2518.0852468,2518.0852468,2518.0852468,,,,,,,,,,,,,,2497.8017261,2497.8017261,,,,,,2514.5464902,2514.5464902,2514.5464902,c,1.7134479000000056,2497.8017261,2497.8017261,2509.9296275,2514.5464902,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
142,"['L_Arm_X_Back', 'L_Head_Y_Back', 'L_Base_Z_Back', 'L_Torso_X_For']",False,L_Head_Y_For,4.0,robot,5.0,False,False,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4']",robot_stimuli\L_Head_Y_For.mp4,23.0,,,,,,,,,,,,,0.0,136.0,136.0,136.0,,,,,,,,,,,,,,,,,2533.9565219,2535.0470407,,,,,,,,,2538.696296,2538.696296,2538.696296,2538.696296,2538.696296,2538.696296,2538.696296,2538.696296,,,,,,,,,,,,,,2518.0852468,2518.0852468,,,,,,2535.0470407,2535.0470407,2535.0470407,n,2.2767112000000225,2518.0852468,2518.0852468,2530.3154738,2535.0470407,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
143,"['L_Arm_X_Back', 'L_Head_X_Back', 'L_Base_Z_For', 'R_Torso_Z_For']",True,R_Torso_Z_For,4.0,robot,5.0,False,False,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Torso_Z_For.mp4,23.0,,,,,,,,,,,,,0.0,137.0,137.0,137.0,,,,,,,,,,,,,,,,,2554.5743625,2555.6638208,,,,,,,,,2559.2922982,2559.2922982,2559.2922982,2559.2922982,2559.2922982,2559.2922982,2559.2922982,2559.2922982,,,,,,,,,,,,,,2538.696296,2538.696296,,,,,,2555.6638208,2555.6638208,2555.6638208,c,1.7891720000001214,2538.696296,2538.696296,2550.9430854,2555.6638208,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
144,"['R_Arm_Z_For', 'L_Head_Y_For', 'R_Arm_Y_For', 'R_Torso_X_Back']",True,R_Arm_Z_For,4.0,robot,5.0,False,False,"['robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\R_Arm_Z_For.mp4,23.0,,,,,,,,,,,,,0.0,138.0,138.0,138.0,,,,,,,,,,,,,,,,,2575.0709851,2560.3744797,,,,,,,,,2579.8001319,2579.8001319,2579.8001319,2579.8001319,2579.8001319,2579.8001319,2579.8001319,2579.8001319,,,,,,,,,,,,,,2559.2922982,2559.2922982,,,,,,2576.1610643,2576.1610643,2576.1610643,c,1.907762300000172,2559.2922982,2559.2922982,2571.4292199,2576.1610643,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
145,"['L_Arm_Z_For', 'L_Arm_X_For', 'R_Torso_Y_Back', 'R_Head_Z_Back']",False,R_Base_X_Back,4.0,robot,5.0,False,True,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\R_Base_X_Back.mp4,23.0,,,,,,,,,,,,,0.0,139.0,139.0,139.0,,,,,,,,,,,,,,,,,2595.6898336,2596.7828833,,,,,,,,,2600.4637099,2603.8657261,2600.4637099,2603.8657261,2600.4637099,2603.8657261,2600.4637099,2603.8657261,32.46913580246913,3.226542700000209,space,,,3.339728100000116,,,,,,,,2579.8001319,2579.8001319,,,,,,2596.7828833,2596.7828833,2596.7828833,n,1.6844576000002007,2579.8001319,2579.8001319,2592.0592169,2596.7828833,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
146,"['L_Head_Z_For', 'L_Torso_X_Back']",False,L_Base_X_For,2.0,robot,5.0,True,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4']",robot_stimuli\L_Base_X_For.mp4,23.0,,,,,,,,,,,,,0.0,140.0,140.0,140.0,,,,,,,,,,,,,,,,,2614.243907,2615.3291007,,,,,,,,,2618.9022607,2618.9022607,2618.9022607,2618.9022607,2618.9022607,2618.9022607,2618.9022607,2618.9022607,,,,,,,,,,,,,,2603.8657261,2603.8657261,space,1.9227147999998808,,,,2615.3291007,2615.3291007,2615.3291007,n,1.779620300000147,,,2610.6150528,2615.3291007,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
147,"['L_Arm_X_Back', 'R_Torso_Z_Back']",False,L_Head_X_For,2.0,robot,5.0,False,False,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\L_Head_X_For.mp4,23.0,,,,,,,,,,,,,0.0,141.0,141.0,141.0,,,,,,,,,,,,,,,,,2627.3383278,2628.4296659,,,,,,,,,2631.9999453,2631.9999453,2631.9999453,2631.9999453,2631.9999453,2631.9999453,2631.9999453,2631.9999453,,,,,,,,,,,,,,2618.9022607,2618.9022607,,,,,,2628.4296659,2628.4296659,2628.4296659,n,1.245590899999911,2618.9022607,2618.9022607,2623.7106163,2628.4296659,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
148,"['L_Torso_Y_Back', 'L_Base_Z_Back']",True,L_Base_Z_Back,2.0,robot,5.0,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,23.0,,,,,,,,,,,,,0.0,142.0,142.0,142.0,,,,,,,,,,,,,,,,,2640.2924029,2641.3794381,,,,,,,,,2645.0273394,2645.0273394,2645.0273394,2645.0273394,2645.0273394,2645.0273394,2645.0273394,2645.0273394,,,,,,,,,,,,,,2631.9999453,2631.9999453,,,,,,2641.3794381,2641.3794381,2641.3794381,c,1.6247052000002211,2631.9999453,2631.9999453,2636.6638384,2641.3794381,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
149,"['R_Head_X_Back', 'R_Arm_Y_For']",True,R_Arm_Y_For,2.0,robot,5.0,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,23.0,,,,,,,,,,,,,0.0,143.0,143.0,143.0,,,,,,,,,,,,,,,,,2653.3260673,2654.4140274,,,,,,,,,2657.9293957,2657.9293957,2657.9293957,2657.9293957,2657.9293957,2657.9293957,2657.9293957,2657.9293957,,,,,,,,,,,,,,2645.0273394,2645.0273394,,,,,,2654.4140274,2654.4140274,2654.4140274,c,1.7655819999998812,2645.0273394,2645.0273394,2649.8314952,2654.4140274,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
150,"['R_Arm_Z_Back', 'R_Head_Z_For']",False,R_Head_Y_For,2.0,robot,5.0,False,False,"['robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,23.0,,,,,,,,,,,,,0.0,144.0,144.0,144.0,,,,,,,,,,,,,,,,,2666.373677,2667.4639751,,,,,,,,,2671.1140872,2671.1140872,2671.1140872,2671.1140872,2671.1140872,2671.1140872,2671.1140872,2671.1140872,,,,,,,,,,,,,,2657.9293957,2657.9293957,,,,,,2667.4639751,2667.4639751,2667.4639751,n,1.1330669000002445,2657.9293957,2657.9293957,2662.7355747,2667.4639751,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
151,"['R_Base_Y_For', 'R_Head_X_For']",True,R_Head_X_For,2.0,robot,5.0,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4']",robot_stimuli\R_Head_X_For.mp4,23.0,,,,,,,,,,,,,0.0,145.0,145.0,145.0,,,,,,,,,,,,,,,,,2679.5434115,2680.6297941,,,,,,,,,2684.2636164,2684.2636164,2684.2636164,2684.2636164,2684.2636164,2684.2636164,2684.2636164,2684.2636164,,,,,,,,,,,,,,2671.1140872,2671.1140872,,,,,,2680.6297941,2680.6297941,2680.6297941,c,1.0374777000005224,2671.1140872,2671.1140872,2675.9144725,2680.6297941,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
152,"['R_Arm_Y_For', 'L_Head_Z_For']",False,R_Torso_Y_For,2.0,robot,5.0,False,False,"['robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,23.0,,,,,,,,,,,,,0.0,146.0,146.0,146.0,,,,,,,,,,,,,,,,,2692.5891877,2693.679135,,,,,,,,,2697.3182269,2697.3182269,2697.3182269,2697.3182269,2697.3182269,2697.3182269,2697.3182269,2697.3182269,,,,,,,,,,,,,,2684.2636164,2684.2636164,,,,,,2693.679135,2693.679135,2693.679135,n,1.2677780000002483,2684.2636164,2684.2636164,2688.9490337,2693.679135,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
153,"['R_Torso_Z_For', 'R_Torso_Z_Back']",False,L_Head_X_Back,2.0,robot,5.0,False,False,"['robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\L_Head_X_Back.mp4,23.0,,,,,,,,,,,,,0.0,147.0,147.0,147.0,,,,,,,,,,,,,,,,,2705.7729911,2706.8626877,,,,,,,,,2710.5023911,2710.5023911,2710.5023911,2710.5023911,2710.5023911,2710.5023911,2710.5023911,2710.5023911,,,,,,,,,,,,,,2697.3182269,2697.3182269,,,,,,2706.8626877,2706.8626877,2706.8626877,n,0.7090691000001925,2697.3182269,2697.3182269,2702.1334109,2706.8626877,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
154,"['R_Base_Z_Back', 'L_Torso_Y_Back']",True,R_Base_Z_Back,2.0,robot,5.0,False,False,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4']",robot_stimuli\R_Base_Z_Back.mp4,23.0,,,,,,,,,,,,,0.0,148.0,148.0,148.0,,,,,,,,,,,,,,,,,2718.7231725,2719.8145656,,,,,,,,,2723.3642644,2723.3642644,2723.3642644,2723.3642644,2723.3642644,2723.3642644,2723.3642644,2723.3642644,,,,,,,,,,,,,,2710.5023911,2710.5023911,,,,,,2719.8145656,2719.8145656,2719.8145656,c,1.5728302000001122,2710.5023911,2710.5023911,2715.2163,2719.8145656,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
155,"['L_Torso_Y_For', 'R_Torso_Z_Back']",True,R_Torso_Z_Back,2.0,robot,5.0,False,True,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,23.0,,,,,,,,,,,,,0.0,149.0,149.0,149.0,,,,,,,,,,,,,,,,,2731.8222637,2732.9114585,,,,,,,,,2736.5801884,2739.9867542,2736.5801884,2739.9867542,2736.5801884,2739.9867542,2736.5801884,2739.9867542,12.561728395061722,2.5579867000001286,space,,,3.342637600000103,,,,,,,,2723.3642644,2723.3642644,,,,,,2732.9114585,2732.9114585,2732.9114585,c,1.7167356000003338,2723.3642644,2723.3642644,2728.1835696,2732.9114585,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
156,"['L', 'Z', 'N', 'X', 'M', 'H']",True,L,6.0,letter,6.0,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,150.0,150.0,150.0,,,,,,,,,,,,,,,,,2757.4594637,2758.5245603,,,,,,,,,2759.7537222,2759.7537222,2759.7537222,2759.7537222,2759.7537222,2759.7537222,2759.7537222,2759.7537222,,,,,,,,,,,,,,2739.9867542,2739.9867542,space,3.12086910000005,2755.4451464,2757.4594637,2758.5245603,2758.5245603,2758.5245603,2758.5245603,c,1.1592666999998755,,,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
157,"['C', 'F', 'K', 'P', 'W', 'M']",False,L,6.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,151.0,151.0,151.0,,,,,,,,,,,,,,,,,2773.9037354,,,,,,,,,,2775.5961306,2775.5961306,2775.5961306,2775.5961306,2775.5961306,2775.5961306,2775.5961306,2775.5961306,,,,,,,,,,,,,,2759.7537222,2759.7537222,,,2771.6863429,2773.9037354,2774.977323,2774.977323,2774.977323,2774.977323,n,0.4589311000003135,2759.7537222,2759.7537222,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
158,"['T', 'D', 'W', 'Z', 'P', 'C']",True,W,6.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,152.0,152.0,152.0,,,,,,,,,,,,,,,,,2789.7384376,2790.8111989,,,,,,,,,2791.4317336,2791.4317336,2791.4317336,2791.4317336,2791.4317336,2791.4317336,2791.4317336,2791.4317336,,,,,,,,,,,,,,2775.5961306,2775.5961306,,,2787.5237815,2789.7384376,2790.8111989,2790.8111989,2790.8111989,2790.8111989,c,0.4568591000000879,2775.5961306,2775.5961306,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
159,"['Q', 'V', 'L', 'S', 'M', 'K']",False,N,6.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,153.0,153.0,153.0,,,,,,,,,,,,,,,,,2805.3279718,2806.3887046,,,,,,,,,2807.0130443,2807.0130443,2807.0130443,2807.0130443,2807.0130443,2807.0130443,2807.0130443,2807.0130443,,,,,,,,,,,,,,2791.4317336,2791.4317336,,,2803.3155502,2805.3279718,2806.3887046,2806.3887046,2806.3887046,2806.3887046,n,0.4952621000001045,2791.4317336,2791.4317336,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
160,"['L', 'M', 'Q', 'X', 'H', 'B']",False,P,6.0,letter,6.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,154.0,154.0,154.0,,,,,,,,,,,,,,,,,2821.3219504,2822.390269,,,,,,,,,2823.0112057,2823.0112057,2823.0112057,2823.0112057,2823.0112057,2823.0112057,2823.0112057,2823.0112057,,,,,,,,,,,,,,2807.0130443,2807.0130443,,,2819.3106478,2821.3219504,2822.390269,2822.390269,2822.390269,2822.390269,n,0.4690505000002076,2807.0130443,2807.0130443,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
